index;lat;lon;grad;dist;label
0;46.840578;9.365786;13.081540819772563;77.20803030124807;
0;46.840801;9.364981;19.120351929276918;89.43350029983776;
0;46.841084;9.363617;12.627357943392806;64.93836665405252;
0;46.841253;9.362981;13.292436706861638;74.47844378216541;
0;46.841613;9.362365;16.618388459018053;52.351646619976236;
0;46.841609;9.361746;19.10971527139651;53.37599150557435;
0;46.841698;9.360907;17.855419163736556;61.60594662678341;
0;46.841932;9.360034;15.552967411743612;77.15569435925863;
0;46.842126;9.359089;11.328562821386981;70.61796033736027;
0;46.842278;9.35841;19.160736694181733;57.930966732456;
0;46.842567;9.357624;14.152477535425332;54.407434887114505;
0;46.842707;9.357048;16.65882650308334;55.82626122121292;
0;46.842853;9.3563;15.027084744197444;61.888251502616185;
0;46.842972;9.355552;13.40004320590919;64.17889754420685;
0;46.843246;9.354955;13.85959814074848;66.37999101107562;
0;46.843656;9.354552;16.197613725145697;72.2328621890556;
0;46.844046;9.353791;14.609879729672498;64.3400231482301;
0;46.844396;9.35328;17.127999531712042;50.2101835306421;
0;46.844411;9.352603;14.384727510651949;50.05308577912365;
0;46.844748;9.352256;15.26126707765465;62.24909079738063;
0;46.845087;9.351814;20.829999462882473;51.84829706426535;
0;46.845152;9.350949;13.741557933048746;56.034403358888085;
0;46.845295;9.350354;9.867789757303576;58.777093378052086;
0;46.845468;9.350465;15.116464216373164;79.38364308104792;
0;46.84605;9.350521;12.834952011388514;54.53857555360446;
0;46.846465;9.35033;18.16290560355839;52.85497931630016;
0;46.846449;9.351073;11.61129912666397;55.11872470241724;
0;46.846391;9.351603;17.35732710056597;51.27517588643968;
0;46.846457;9.352336;14.5437511963684;57.069183100935334;
0;46.846568;9.353023;16.944318360470646;57.24632761049361;
0;46.84643;9.353783;15.899370991972955;63.52452562494;
0;46.846415;9.354623;15.08121982236875;51.71995429992239;
0;46.846493;9.355258;14.361254381248994;55.705440399728104;
0;46.846537;9.35595;15.25924320129583;64.22336855583853;
0;46.84675;9.356702;13.859063428494393;51.230013028169196;
0;46.846878;9.357347;11.037930291370431;71.57138876095632;
0;46.846852;9.358297;8.341143197954864;50.35281016431691;
0;46.846824;9.358873;9.049226889276941;79.56480800069039;
0;46.846792;9.359854;12.056207283511103;82.11537647946534;
0;46.846934;9.360791;11.093949663595954;60.39327924828831;
0;46.847255;9.361384;10.061627994245997;53.66924719427334;Tegia sut
0;46.847491;9.361856;-0.151959956039097;131.61362059659223;
0;46.847296;9.363587;3.194268461944675;65.74275221442804;
0;46.847412;9.364339;3.442153613485499;69.72379125084626;
0;46.847487;9.365267;6.5764097791626135;69.94697949898182;
0;46.84777;9.366095;9.701401616432191;50.508165662376996;
0;46.84802;9.366486;15.019697703934487;53.26338890232364;
0;46.848385;9.366955;14.088118442488065;53.236349698629056;
0;46.848777;9.367334;10.304400427729243;60.168469223262946;
0;46.849083;9.367844;27.9995162618908;53.57235410676003;
0;46.849523;9.367732;22.568371797870288;54.057953800420364;
0;46.849953;9.367842;23.95455504764673;53.0170565670669;
0;46.850438;9.367908;17.814172464378412;60.06453581493042;
0;46.850927;9.367751;10.668452840134748;64.67666964831369;
0;46.851563;9.367573;7.253370228903415;57.90411722351564;
0;46.851955;9.367203;13.447011701781864;52.79983506714052;
0;46.852326;9.367235;22.267695415769523;52.9915636965452;
0;46.852749;9.36722;20.01591356255078;54.45667001876791;
0;46.853179;9.367183;13.379857745726053;65.77050494285504;
0;46.853596;9.366673;28.868840632555226;50.57355848068255;
0;46.853779;9.366226;-4.393824438993848;56.89804029977313;
0;46.853216;9.366413;-3.015322002548075;66.32790787550766;
0;46.852847;9.365901;5.379875520802497;52.045813870096026;
0;46.852634;9.365426;16.57033578796579;51.29648613501922;
0;46.852556;9.364745;12.747795678331771;56.4803530090976;
0;46.852461;9.364053;3.092875625120767;51.73179247831649;
0;46.852361;9.363274;-4.954148479754471;52.481269195403;
0;46.852368;9.362692;-11.038355289514872;55.26185595597417;
0;46.85225;9.362023;-1.19873921232604;58.394686083684064;
0;46.852039;9.361346;-0.7369416589500781;54.278380811036186;
0;46.851855;9.360646;0.8705022191932918;91.90097191728637;
0;46.851651;9.359516;3.767188719526467;53.089986961189425;
0;46.851453;9.358892;-9.000783490651248;53.32869082992329;
0;46.851123;9.358537;-9.358615807532082;51.28963618889611;
0;46.851009;9.358043;-11.979905641467514;67.61322035761987;
0;46.850578;9.35873;-12.742886850538406;69.8428865012138;
0;46.850654;9.359503;-12.489176799235691;56.849223244520545;
0;46.850249;9.359058;-13.156609560810342;50.164899775238155;
0;46.849997;9.358498;-12.578132620159288;69.16765995976311;
0;46.849475;9.358171;-12.666903904492234;56.8410406701405;
0;46.849307;9.357469;-12.032254625077133;59.008059762985795;
0;46.849333;9.356696;-7.897878882018676;62.041974474384915;
0;46.849431;9.355908;-9.821177312706844;56.00143266819941;
0;46.849439;9.355166;-14.758399273623379;50.81851941358036;
0;46.849407;9.35446;-13.062719417852655;55.11869136651512;
0;46.84941;9.353782;-14.48710455999139;51.770179257990094;
0;46.849447;9.353102;-15.256816019509872;59.64547247841983;
0;46.849406;9.352291;-11.07750095224337;62.288417123563704;
0;46.849546;9.351581;-11.297413351855;52.22434389400587;
0;46.849779;9.351214;-9.072261756595312;50.70400439731384;
0;46.84936;9.351483;-11.207854593376245;54.426116516580805;
0;46.848871;9.351801;0.4758323119586049;126.09484159035128;
0;46.84977;9.350914;2.6792424688776673;74.64796573032072;
0;46.850362;9.350858;14.787794586158304;54.098668691869534;
0;46.850804;9.350487;15.07795887092195;55.04723862860919;
0;46.851273;9.350443;17.124586552563457;53.13996908519766;
0;46.85161;9.350139;4.36132119065001;52.73631313673468;
0;46.852063;9.350141;-3.8060728828495476;52.54760120364881;
0;46.852628;9.35004;2.734217933095485;51.202941179413756;
0;46.852989;9.349913;6.8027175419398445;64.68003371995655;
0;46.853478;9.349526;1.7873809543649275;55.94778200796645;
0;46.853908;9.349125;9.21566816162113;54.25542578478053;
0;46.854344;9.348672;14.126809487851755;56.62991354756741;
0;46.854582;9.348208;22.259842601988584;55.25645540234473;
0;46.854925;9.347754;15.300816639219006;50.977671217933676;
0;46.855351;9.347562;18.64999268360584;52.01074426440391;
0;46.85572;9.347336;20.191049546493566;52.99377813600586;
0;46.856186;9.347154;15.667987112478778;51.69777037631502;
0;46.856598;9.34703;16.046461776314928;55.46394042540123;
0;46.856177;9.346799;14.117190134502483;58.08521328871939;
0;46.855707;9.346569;18.509203501263613;50.78554568465552;
0;46.855282;9.346377;19.45536114475585;53.45570263445552;
0;46.855569;9.346217;18.459954380194237;54.17131480416356;
0;46.855513;9.345961;22.0384619475528;57.62652598091154;
0;46.855166;9.345501;17.144137799572018;55.99581683390352;
0;46.854827;9.344988;-2.4711865716917734;64.74622427658323;
0;46.854613;9.344174;-14.108386813585305;51.742272851282905;
0;46.854504;9.343892;-21.68407615324042;55.801316664310434;
0;46.854931;9.343396;-17.28504686829192;59.58907764892865;
0;46.855346;9.342937;-13.19390123925336;55.328593625377835;
0;46.85565;9.342524;-11.622966266154302;52.482299787472584;
0;46.855988;9.342392;-0.71041106396091;56.305429390398785;
0;46.856453;9.342049;-15.753550227629665;51.416981461065006;
0;46.856871;9.341874;-4.734548799339771;57.02760948152718;
0;46.857358;9.341685;7.800974812605804;57.68509844088112;
0;46.857706;9.341223;7.44162509967361;57.783077518757636;
0;46.858101;9.340655;0;140.51303935148462;
0;46.859013;9.339426;-6.550489058040361;59.537539341625234;
0;46.859371;9.338893;-14.570671498503259;52.84588291480759;
0;46.859735;9.338488;-20.496465644421686;51.716233344282955;
0;46.85995;9.337935;-26.161540369061065;55.042630505922716;
0;46.859678;9.337434;-24.53988544998872;53.38248227236909;
0;46.860006;9.337197;-18.80260762032407;60.62988831228722;
0;46.860167;9.336975;-23.754596775868865;51.35848069790518;
0;46.860431;9.336908;-26.704345778679762;59.166399847228604;
0;46.860206;9.336459;-14.63028134465995;53.31408068134624;
0;46.860397;9.336353;-15.768989064409315;52.000797048604;
0;46.860791;9.336675;-12.698563455835396;51.186892301688204;
0;46.861202;9.336732;4.817854973817168;56.041537461656844;
0;46.861512;9.336355;12.53918153719438;62.20501694519044;
0;46.862014;9.335992;18.592880289689493;53.784028317255434;
